"0,1-HhIndex","2,1-HhIndex","3,1-HhIndex","4,1-HhIndex"
29,2,0,0
27,2,0,0
27,2,0,0
26,0,0,0
26,2,0,0
26,0,0,0
26,2,0,0
36,3,0,0
40,2,0,0
28,2,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,2,0,0
26,0,0,0
26,2,0,0
27,0,0,0
26,0,0,0
26,0,0,0
26,0,0,0
28,2,0,0
26,2,0,0
26,0,0,0
26,0,0,0
27,0,0,0
26,0,0,0
26,0,0,0
18,2,0,0
101,3,0,0
115,0,0,0
18,0,0,0
232,2,0,0
171,2,0,0
159,0,0,0
38,0,0,0
214,2,0,0
50,0,0,0
76,2,0,0
313,0,0,0
99,2,0,0
17,2,0,0
101,0,0,0
115,0,0,0
17,0,0,0
159,0,0,0
313,0,0,0
47,0,0,0
42,2,0,0
277,0,0,0
18,0,0,0
105,0,0,0
17,2,0,0
101,4,0,0
115,0,0,0
17,0,0,0
171,3,0,0
159,0,0,0
75,3,0,0
92,0,0,0
106,0,0,0
96,0,0,0
20,2,0,0
101,0,0,0
13,2,0,0
101,0,0,0
115,0,0,0
12,0,0,0
96,0,0,0
40,2,0,0
16,0,0,0
18,0,0,0
15,0,0,0
37,2,0,0
35,2,0,0
37,3,0,0
101,4,5,0
171,4,5,0
37,2,0,0
37,2,0,0
35,0,0,0
36,0,0,0
36,0,0,0
37,4,5,0
35,4,5,0
35,0,0,0
35,0,0,0
36,0,0,0
36,0,0,0
35,0,0,0
36,0,0,0
37,2,0,0
36,0,0,0
35,2,0,0
35,2,0,0
35,0,0,0
35,0,0,0
35,0,0,0
54,2,0,0
35,0,0,0
36,2,0,0
35,0,0,0
35,0,0,0
35,0,0,0
35,0,0,0
35,0,0,0
35,0,0,0
35,0,0,0
40,2,0,0
40,2,0,0
40,2,0,0
40,2,0,0
40,0,0,0
40,0,0,0
40,4,0,0
40,0,0,0
40,2,0,0
40,2,0,0
40,2,0,0
40,0,0,0
40,2,0,0
40,0,0,0
40,2,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
40,0,0,0
214,2,0,0
47,0,0,0
45,0,0,0
54,0,0,0
21,0,0,0
96,0,0,0
31,0,0,0
53,0,0,0
22,2,0,0
277,0,0,0
106,2,0,0
77,0,0,0
18,2,0,0
32,0,0,0
54,0,0,0
10,0,0,0
10,0,0,0
101,0,0,0
14,0,0,0
21,0,0,0
53,0,0,0
14,0,0,0
12,0,0,0
19,0,0,0
10,0,0,0
10,2,0,0
10,2,0,0
53,0,0,0
18,0,0,0
29,0,0,0
19,0,0,0
101,0,0,0
17,0,0,0
19,0,0,0
20,0,0,0
29,0,0,0
20,0,0,0
101,0,0,0
232,2,0,0
214,2,0,0
277,0,0,0
17,0,0,0
164,0,0,0
40,0,0,0
32,0,0,0
37,0,0,0
96,0,0,0
8,0,0,0
4,0,0,0
35,0,0,0
26,0,0,0
16,0,0,0
53,0,0,0
53,0,0,0
13,0,0,0
12,0,0,0
11,0,0,0
12,0,0,0
11,0,0,0
159,0,0,0
16,2,0,0
30,0,0,0
164,0,0,0
40,0,0,0
31,0,0,0
30,0,0,0
54,3,0,0
25,0,0,0
18,0,0,0
13,0,0,0
4,0,0,0
105,0,0,0
32,0,0,0
40,0,0,0
12,0,0,0
8,0,0,0
78,0,0,0
41,0,0,0
96,0,0,0
40,0,0,0
20,0,0,0
40,0,0,0
15,0,0,0
10,0,0,0
41,2,0,0
34,0,0,0
16,2,0,0
13,0,0,0
18,0,0,0
20,0,0,0
12,0,0,0
11,0,0,0
12,0,0,0
11,0,0,0
11,0,0,0
171,4,5,0
101,4,0,0
101,2,0,0
101,0,0,0
101,0,0,0
101,4,5,0
101,2,0,0
101,2,0,0
101,2,0,0
101,2,0,0
101,2,0,0
101,3,0,0
101,2,0,0
101,2,0,0
101,2,0,0
101,2,0,0
101,2,0,0
101,2,0,0
101,4,5,0
101,2,0,0
101,2,0,0
101,2,0,0
101,2,0,0
101,2,0,0
101,2,0,0
101,3,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,2,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,2,0,0
101,0,0,0
101,2,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,2,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,2,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,2,0,0
101,0,0,0
101,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
