"0,2-HCore","1,2-HCore","3,2-HCore"
8,1,0
8,0,0
8,2,0
11,3,3
11,3,3
8,3,3
5,1,0
27,1,0
39,3,0
11,1,0
9,0,0
11,3,3
27,1,0
27,2,0
11,3,3
11,3,3
21,0,0
11,3,3
200,7,3
20,4,3
200,4,0
200,4,3
19,5,3
19,5,3
19,5,3
19,5,3
19,5,3
20,3,3
19,3,3
19,3,3
19,3,3
19,3,3
19,5,3
19,5,3
19,2,0
20,3,3
27,1,0
27,4,0
114,9,9
114,9,9
114,9,9
114,9,9
34,9,9
34,9,3
34,9,3
34,9,3
34,9,9
34,9,3
34,9,3
34,9,3
34,9,9
36,4,0
34,9,9
34,9,9
30,4,3
27,4,3
27,3,3
30,6,3
34,9,9
30,5,0
14,0,0
10,4,0
10,4,0
10,4,0
10,4,3
10,4,3
8,1,0
8,1,0
9,3,3
15,6,6
15,6,6
15,6,6
15,6,6
15,6,6
15,6,6
6,0,0
29,0,0
39,3,0
39,7,3
39,4,3
39,7,3
39,7,3
44,8,6
44,8,6
39,5,3
39,7,6
36,1,0
39,2,0
44,8,6
39,5,3
39,7,6
39,7,6
39,6,3
39,7,3
39,7,6
39,7,6
39,7,3
39,5,3
39,7,0
39,7,3
39,7,3
39,4,0
39,7,3
39,7,3
39,7,6
39,7,3
39,7,6
39,5,3
39,7,6
39,7,3
39,7,6
36,0,0
39,7,3
18,2,0
30,3,3
30,3,3
30,3,0
24,3,0
27,3,3
24,3,0
11,1,0
27,4,3
176,2,0
35,5,0
35,1,0
35,1,0
11,0,0
11,1,0
297,17,3
194,7,3
105,21,21
182,10,3
105,21,21
127,10,3
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
197,9,3
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
1098,18,0
1098,18,18
1098,18,18
2047,50,18
1098,18,18
1098,18,18
1098,18,18
1098,18,18
198,18,18
1120,18,18
105,18,18
168,18,18
151,18,18
168,18,18
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
1120,18,18
198,18,18
198,19,18
198,18,18
198,18,18
1120,18,18
1120,18,18
1120,18,18
1120,18,18
73,1,0
105,21,21
105,21,21
105,21,21
105,21,21
168,18,18
151,18,18
168,18,18
105,8,0
193,18,18
178,18,18
178,18,18
73,1,0
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
105,21,21
10,2,0
9,2,0
9,2,0
6,3,0
92,13,0
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
92,18,18
11,3,3
10,2,0
9,3,3
9,3,3
9,3,3
1054,4,0
21,6,6
21,6,6
21,6,6
21,4,3
21,4,3
21,6,6
21,6,6
21,6,6
21,3,0
21,1,0
21,2,0
21,2,0
21,3,3
21,3,3
21,3,3
21,2,0
21,3,3
21,0,0
39,6,6
28,6,6
37,6,6
37,6,6
42,7,6
33,6,6
7,0,0
23,3,0
19,1,0
200,7,3
200,7,3
200,7,0
200,7,3
200,7,3
200,7,0
200,7,3
20,4,3
20,4,3
39,6,3
20,4,3
15,1,0
20,4,3
1204,29,6
202,10,6
203,10,6
200,4,3
200,6,3
2030,62,30
2049,62,30
2073,62,30
2075,62,30
2075,62,30
2075,62,30
2075,62,30
2075,62,30
2075,62,30
2075,62,30
2075,62,30
1204,30,30
1204,30,30
1204,30,30
1204,30,30
1154,22,15
1145,22,15
1195,22,15
1204,22,15
1204,29,15
1204,22,15
219,15,9
219,15,6
237,16,15
213,14,0
219,15,15
219,15,15
217,15,15
213,14,3
217,15,15
1204,29,9
203,10,9
203,9,9
202,9,9
1998,62,30
2030,62,30
2054,62,30
2030,62,30
2047,62,30
2030,62,30
2030,62,30
2055,62,30
2032,62,30
2030,62,30
1137,18,6
2034,62,30
2068,62,30
2049,62,30
2069,62,30
2049,62,30
2055,62,30
2064,62,30
2060,62,30
2049,62,30
1138,20,15
2075,62,30
2069,62,30
2075,62,30
2069,62,30
2075,62,30
2069,62,30
2075,62,30
2069,62,30
1191,20,15
2075,62,30
2075,62,30
2075,62,30
2075,62,30
2075,62,30
2075,62,30
2075,62,30
1204,30,30
1204,30,30
1205,30,30
1204,30,30
1204,20,9
1204,21,6
1204,22,15
1204,22,12
2075,62,30
2075,62,30
2075,62,30
2071,62,30
2075,62,30
2075,62,30
1204,30,30
1204,30,30
1204,30,30
1204,30,30
1192,22,12
2075,62,30
2075,62,30
2075,62,30
2075,62,30
2075,62,30
1204,30,30
1204,30,30
1204,30,30
1204,30,30
1204,29,15
1204,29,15
1204,29,15
1204,29,15
1204,29,15
1204,29,9
1204,29,9
1204,29,12
1204,29,12
1204,29,9
1204,29,12
1204,29,12
2075,62,30
2071,62,30
2075,62,30
2075,62,30
1204,30,30
1204,30,30
1204,30,30
1204,30,30
1183,19,9
2075,62,30
2075,62,30
2075,62,30
1204,30,30
1204,30,30
1204,30,30
1204,30,30
2075,62,30
2071,62,30
1204,19,9
1204,20,6
1204,20,15
1204,20,6
1204,21,12
2075,62,30
1204,30,30
1204,30,30
1204,30,30
1204,30,30
1192,19,12
1192,19,12
1195,19,12
1204,30,30
1204,30,30
1204,30,30
1204,30,30
1192,22,12
267,30,30
291,30,30
276,30,30
291,30,30
276,30,30
299,30,30
231,17,12
230,17,12
236,17,12
214,15,9
203,13,7
213,14,9
213,15,15
214,15,15
213,15,15
213,15,15
223,15,10
203,15,15
203,15,15
200,8,3
203,15,15
203,12,3
203,15,15
203,15,15
213,14,7
203,15,15
204,9,9
203,9,3
203,9,9
203,9,9
203,12,12
203,12,12
203,12,12
201,7,0
200,4,3
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
1138,10,6
1138,10,6
77,8,6
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
60,15,15
14,4,3
16,5,3
17,5,3
15,4,0
16,4,0
16,5,3
19,3,3
10,3,3
10,2,0
10,2,0
12,2,0
8,1,0
10,1,0
255,2,0
11,2,0
9,1,0
19,2,0
44,9,9
53,9,9
40,9,9
44,11,9
36,6,3
53,10,9
43,9,9
44,9,9
53,9,9
53,9,9
43,9,9
39,6,3
4,0,0
15,6,6
15,6,6
15,3,0
15,6,6
30,7,3
10,0,0
15,6,6
44,12,12
44,7,3
44,9,6
44,12,12
44,12,12
44,12,12
44,12,12
44,9,6
44,12,12
44,12,12
44,12,12
44,12,12
39,6,6
44,9,6
39,6,6
30,0,0
44,12,12
44,12,12
44,12,12
44,7,6
38,6,6
44,12,12
44,12,12
44,12,12
44,7,6
1,0,0
23,2,0
44,9,6
42,7,0
44,12,12
44,12,12
44,12,12
44,12,12
44,9,6
35,2,0
44,12,12
44,12,12
44,12,12
44,12,12
44,12,12
44,12,12
30,3,3
30,3,3
30,3,3
13,2,0
2,0,0
31,6,3
39,6,3
31,6,6
31,6,6
31,7,6
31,5,3
32,6,6
23,6,6
24,6,6
32,6,6
32,6,6
32,6,6
32,6,6
24,6,6
24,6,6
22,6,6
24,6,6
30,7,3
28,3,0
19,3,3
12,3,3
19,3,0
19,3,3
12,3,3
12,3,3
12,3,3
31,5,3
31,7,6
21,3,3
21,3,3
21,3,3
27,3,0
25,2,0
27,3,0
40,7,0
28,2,0
25,1,0
28,3,0
39,3,0
27,3,3
31,3,3
25,0,0
31,3,3
31,4,0
40,4,0
31,3,0
25,1,0
38,4,0
44,9,6
44,12,12
44,12,12
44,12,12
44,12,12
44,12,12
44,12,12
27,0,0
7,1,0
6,1,0
6,0,0
10,0,0
32,7,3
30,4,3
30,6,3
31,3,3
31,3,3
22,3,3
74,6,0
74,5,0
74,5,3
74,5,0
74,6,0
74,5,3
74,6,0
74,4,3
74,4,3
74,6,0
74,7,0
74,6,3
74,6,3
74,6,3
74,7,0
74,3,0
74,4,3
74,4,3
74,5,3
74,5,0
74,4,0
74,4,0
74,7,3
74,4,3
74,7,3
74,6,0
74,12,12
74,12,12
74,12,12
74,6,0
74,12,12
74,12,12
74,5,0
74,2,0
74,12,12
74,12,12
74,11,9
74,12,12
74,12,12
74,6,3
74,12,12
74,12,12
74,12,12
74,1,0
74,6,3
74,5,0
74,5,3
74,5,3
74,5,3
74,4,3
74,4,0
74,11,9
74,12,12
74,12,12
74,4,3
74,7,3
73,0,0
74,11,9
74,11,9
74,4,3
74,12,12
74,7,3
74,3,0
74,7,3
74,4,3
74,3,0
74,6,0
73,1,0
74,7,3
74,4,3
74,7,3
74,7,3
74,7,3
74,4,3
15,6,6
15,6,6
15,6,6
15,6,6
15,6,6
15,6,6
30,4,3
97,0,0
32,2,0
32,4,0
39,6,6
42,7,6
23,2,0
22,0,0
37,6,6
39,6,6
29,6,6
38,6,6
13,0,0
21,8,0
13,2,0
13,2,0
13,2,0
13,3,3
13,3,3
13,3,3
13,3,3
13,3,3
12,1,0
13,3,3
1995,44,0
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,121,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,122,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
1019,9,9
1018,9,9
1019,9,9
1023,9,9
2786,123,123
2786,123,123
2786,123,123
2786,121,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,122,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,121,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,122,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
1981,47,6
1981,47,6
1012,9,9
1013,9,9
1014,9,9
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,122,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2745,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,121,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,122,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,122,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,122,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,122,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,122,120
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
2786,123,123
