"0,2-HhIndex","1,2-HhIndex","3,2-HhIndex","4,2-HhIndex"
14,3,0,0
10,3,0,0
13,3,0,0
10,3,0,0
18,3,0,0
18,3,0,0
18,3,0,0
15,3,0,0
14,3,0,0
14,3,0,0
14,3,0,0
40,22,0,0
39,4,0,0
171,58,0,0
33,1,0,0
4,1,0,0
40,22,0,0
38,4,0,0
28,2,0,0
8,2,0,0
18,3,0,0
40,22,3,0
40,4,3,0
40,4,3,0
40,4,0,0
40,4,0,0
32,3,0,0
32,4,3,0
31,4,3,0
18,3,0,0
18,3,0,0
18,3,0,0
20,5,0,0
20,5,0,0
20,5,0,0
20,5,0,0
22,5,0,0
104,2,0,0
3,1,0,0
0,0,0,0
171,58,0,0
12,6,0,0
2,0,0,0
40,22,3,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,3,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
40,22,0,0
38,4,0,0
38,4,0,0
38,4,0,0
38,2,0,0
39,3,0,0
38,3,0,0
38,2,0,0
38,3,0,0
38,1,0,0
38,2,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
172,58,0,0
171,58,0,0
171,58,0,0
171,58,3,0
171,58,0,0
171,58,0,0
171,58,0,0
185,58,3,0
175,58,3,0
171,58,0,0
171,58,0,0
171,58,0,0
174,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,3,0
171,58,0,0
171,58,3,0
175,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
171,58,0,0
