"0,2-HCore","1,2-HCore","3,2-HCore","4,2-HCore"
14,3,0,0
13,3,0,0
14,3,0,0
13,3,0,0
17,3,0,0
17,3,0,0
17,3,0,0
14,3,0,0
14,3,0,0
14,3,0,0
14,3,0,0
44,22,0,0
39,4,0,0
164,58,0,0
32,1,0,0
5,1,0,0
44,22,0,0
39,4,0,0
30,2,0,0
10,2,0,0
17,3,0,0
44,22,3,0
39,4,3,0
39,4,3,0
39,4,0,0
39,4,0,0
33,3,0,0
33,4,3,0
33,4,3,0
17,3,0,0
17,3,0,0
17,3,0,0
24,5,0,0
24,5,0,0
24,5,0,0
24,5,0,0
24,5,0,0
105,2,0,0
4,1,0,0
0,0,0,0
164,58,0,0
16,6,0,0
2,0,0,0
44,22,3,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,3,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
44,22,0,0
39,4,0,0
39,4,0,0
39,4,0,0
39,2,0,0
39,3,0,0
39,3,0,0
39,2,0,0
39,3,0,0
39,1,0,0
39,2,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,3,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,3,0
164,58,3,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,3,0
164,58,0,0
164,58,3,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,58,0,0
164,5,0,0
164,5,0,0
164,5,0,0
164,5,0,0
164,5,0,0
164,5,0,0
164,5,0,0
164,27,3,0
164,6,3,0
164,21,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,3,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,3,0
164,27,0,0
164,27,3,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,27,0,0
164,2,0,0
164,21,0,0
164,21,0,0
164,21,0,0
164,5,0,0
164,21,0,0
164,21,0,0
164,6,3,0
164,21,0,0
164,6,0,0
164,21,0,0
164,12,3,0
164,9,3,0
164,21,0,0
164,21,0,0
164,21,0,0
164,21,0,0
164,21,3,0
164,21,3,0
164,21,0,0
164,21,0,0
164,21,0,0
164,21,0,0
164,21,0,0
164,21,0,0
164,21,0,0
164,6,3,0
164,6,0,0
164,12,0,0
164,3,0,0
164,5,0,0
164,5,0,0
164,5,0,0
164,5,0,0
