"0,2-HhIndex","1,2-HhIndex","3,2-HhIndex"
39,5,0
39,5,0
47,5,0
39,5,0
40,5,0
39,5,0
53,5,0
34,1,0
34,1,0
35,0,0
494,16,0
46,4,0
113,3,3
494,5,3
43,4,0
38,0,0
70,3,0
494,10,0
34,1,0
113,3,0
494,32,3
43,4,0
37,4,0
42,3,0
35,2,0
35,1,0
42,3,0
42,3,0
34,0,0
42,4,0
66,2,0
40,3,0
40,3,0
40,4,0
494,12,0
93,8,0
23,2,0
92,9,0
18,2,0
93,8,0
91,8,0
93,8,0
91,8,0
91,8,0
96,8,0
91,8,0
45,4,0
89,9,0
53,6,0
34,1,0
46,6,0
33,3,0
39,1,0
33,4,0
38,4,0
89,9,0
91,9,0
88,9,0
88,9,0
89,9,0
88,9,0
89,9,0
116,10,0
89,9,0
54,6,0
60,6,0
45,6,0
45,6,0
45,6,0
40,2,0
42,2,0
70,7,0
70,7,0
66,6,0
67,7,0
65,5,0
64,5,0
102,5,0
103,12,0
4,1,0
61,2,0
61,2,0
14,1,0
90,4,0
86,2,0
25,1,0
35,3,0
494,16,0
494,15,0
494,16,3
494,17,3
494,15,0
494,15,0
494,15,0
494,19,3
494,16,3
494,15,0
494,15,0
494,16,3
494,15,0
494,16,0
494,16,0
59,6,0
43,1,0
95,6,0
99,7,0
97,8,0
95,6,0
94,6,0
94,6,0
98,6,0
115,7,0
54,5,0
52,5,0
116,7,0
61,5,0
52,2,0
43,1,0
53,4,3
111,8,3
42,0,0
42,1,0
42,1,0
41,0,0
107,7,3
106,5,0
41,1,0
52,2,0
34,2,0
97,4,0
35,3,0
101,5,0
24,1,0
27,4,0
24,2,0
27,3,0
31,4,0
98,5,0
30,2,0
24,2,0
24,4,0
22,0,0
23,4,0
23,4,0
2,0,0
494,32,3
138,0,0
139,8,0
138,7,0
140,7,0
138,7,0
138,7,0
138,7,0
138,7,0
138,7,0
5,0,0
67,2,0
80,7,0
494,12,3
494,13,3
494,16,0
494,48,3
494,14,3
494,10,0
494,8,0
494,12,0
102,11,0
111,14,0
33,3,0
142,3,0
26,3,0
27,3,0
30,1,0
72,5,3
41,1,0
155,13,3
142,4,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,3
494,32,3
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,0
494,32,3
494,32,3
494,32,0
494,32,0
494,32,0
494,32,3
494,32,0
494,32,3
494,32,0
116,5,0
118,13,0
135,9,0
113,5,0
121,12,0
114,8,0
114,4,0
116,8,0
117,8,0
113,8,0
113,8,0
114,8,0
117,13,0
113,8,0
113,8,0
113,8,0
136,9,0
116,4,0
116,4,0
112,4,0
112,5,0
111,4,0
113,5,0
113,8,0
113,8,0
117,8,0
113,8,0
113,8,0
113,8,0
113,8,0
113,8,0
115,13,0
112,4,0
113,3,0
121,6,0
113,3,0
113,3,0
113,3,0
113,3,0
114,3,0
114,3,0
115,13,0
115,13,0
115,13,3
115,13,0
115,13,0
115,13,0
115,13,3
115,13,0
115,13,0
115,13,0
112,3,0
135,9,3
136,8,0
138,10,3
136,9,3
135,8,0
135,8,0
113,4,0
114,5,0
114,5,0
111,0,0
111,2,0
111,2,0
112,3,0
112,2,0
112,3,0
111,0,0
122,4,0
113,2,0
112,0,0
119,7,3
120,6,0
118,5,0
113,3,0
112,0,0
111,3,3
137,3,0
70,2,0
141,3,0
136,3,0
15,2,0
26,0,0
22,1,0
29,3,0
29,3,0
94,3,0
29,3,0
14,3,0
95,8,0
14,1,0
12,1,0
2,0,0
97,4,0
3,0,0
94,4,0
93,6,0
28,1,0
89,4,0
86,3,0
86,3,0
75,7,0
37,4,0
34,3,0
28,2,0
38,5,0
38,0,0
59,2,0
27,0,0
21,4,0
26,1,0
21,0,0
30,1,0
71,5,0
98,4,0
97,2,0
97,3,0
38,3,0
28,2,0
37,3,0
35,2,0
30,2,0
34,1,0
37,1,0
76,5,0
38,3,0
72,5,0
73,6,0
30,1,0
27,1,0
74,5,0
71,5,0
34,2,0
14,1,0
77,7,0
