0,1
0,2
0,5
0,18
0,23
0,24
0,31
0,57
0,11
0,22
0,49
0,86
0,84
0,112
0,113
0,27
0,128
0,143
0,129
0,134
0,66
0,40
0,283
0,132
0,386
0,411
0,152
0,545
0,561
0,573
0,160
0,619
0,629
0,582
0,591
0,580
0,1095
0,285
0,841
0,1502
0,1628
0,1345
0,897
0,1715
0,2818
0,432
0,2114
0,2314
0,2469
0,3422
0,1056
0,5399
0,1794
0,6333
0,4940
0,588
0,6581
0,1442
0,1339
0,6953
0,6986
0,463
0,315
0,8845
1,591
1,580
1,1628
1,6333
1,588
1,315
1,97
1,103
1,135
1,74
1,317
1,91
1,565
1,276
1,578
1,469
1,246
1,719
1,1603
1,1568
1,133
1,1778
1,2771
1,2313
1,2085
1,5741
1,6533
1,6854
1,4708
1,3172
1,7834
1,4043
1,5700
1,7266
1,666
2,3
2,1424
5,1628
5,103
5,3172
4,5
5,6
5,374
5,7
5,9
5,28
5,1553
5,4463
5,375
5,3412
5,327
5,4426
5,4204
5,1306
5,4742
5,3763
5,4288
5,1789
5,5179
5,1114
5,5246
5,3685
5,4497
5,2560
5,2035
5,3692
5,1827
5,5471
5,1616
5,3521
5,4953
5,5990
5,3104
5,166
5,5416
5,3889
5,6155
5,1117
5,243
5,6338
5,5783
5,4150
5,4481
5,3632
5,6556
5,2982
5,1070
5,6704
5,6204
5,6737
5,2702
5,2539
5,4994
5,2615
5,3444
5,2613
5,5888
5,4519
5,5442
5,6630
5,6538
5,5845
5,4141
5,6474
5,5960
5,2307
5,7837
5,2282
5,5577
5,4756
5,7415
5,481
5,8625
5,3043
5,4153
5,7628
5,9113
5,8999
5,9125
5,1090
5,9560
5,9582
5,6761
5,7558
18,20
18,2342
18,21
18,213
18,157
18,669
18,155
18,1458
18,1670
18,2308
18,1803
18,1701
18,3645
18,136
18,3532
18,5784
23,3422
23,8845
23,135
23,5845
23,5960
23,2296
23,2894
23,1227
23,25
23,81
23,116
23,179
23,217
23,231
23,1026
23,236
23,1099
23,2863
23,3022
23,3028
23,1391
23,1699
23,3540
23,4966
23,5786
23,4821
23,6770
23,4193
23,4296
23,7025
23,6595
23,8184
23,8933
23,9184
9,24
15,24
24,32
24,30
24,52
24,216
24,257
24,508
24,2325
24,2681
24,3646
24,3631
24,4196
6,31
31,1616
31,780
31,796
31,176
31,173
31,1969
31,1999
31,42
31,590
31,725
31,773
31,817
31,1762
31,726
31,3781
31,5177
31,5245
31,5546
31,7314
31,7413
31,8037
57,2114
28,57
57,71
57,550
57,1831
57,2149
57,1639
57,2057
57,9215
57,131
57,521
57,1064
57,1920
57,4887
57,6330
57,1111
57,6611
11,1442
11,97
7,11
11,28
11,375
11,4288
11,1789
11,1616
11,3889
11,2282
8,11
11,71
11,13
11,17
11,104
11,594
11,860
11,1152
11,970
11,526
11,219
11,3246
11,3033
11,7003
11,26
11,33
11,62
11,89
11,82
11,119
11,90
11,32
11,188
11,193
11,198
11,48
11,199
11,161
11,151
11,267
11,275
11,300
11,311
11,140
11,352
11,313
11,495
11,51
11,657
11,368
11,714
11,728
11,740
11,795
11,929
11,878
11,221
11,1057
11,176
11,230
11,1230
11,1451
11,1648
11,1558
11,1713
11,108
11,791
11,1798
11,1971
11,710
11,1031
11,3225
11,4017
11,4133
11,4075
11,2015
11,4531
11,4351
11,5945
11,4190
11,4514
11,6416
11,7053
11,7087
11,6612
22,1628
22,135
22,1789
22,1616
22,4481
22,1702
15,22
22,104
22,310
22,494
22,883
22,1089
22,1072
22,120
22,526
22,399
22,72
22,122
22,26
22,33
22,32
22,51
22,221
22,710
22,4351
19,22
22,238
22,451
22,496
22,30
22,85
22,245
22,439
22,234
22,1015
22,1065
22,503
22,1169
22,820
22,1245
22,1251
22,1388
22,1602
22,1741
22,1911
22,1831
22,1957
22,1280
22,2274
22,2286
22,2278
22,2398
22,2485
22,2486
22,2605
22,2657
22,2817
22,2989
22,3262
22,2583
22,1814
22,1793
22,4129
22,4999
22,2886
22,4576
49,310
34,49
49,2916
86,563
86,1030
86,2824
86,102
86,1831
86,3185
86,296
86,519
86,811
86,844
86,2591
86,4757
86,6434
86,6715
86,7380
40,84
84,1442
6,84
33,84
84,177
84,105
84,163
60,84
84,150
112,1628
10,112
112,563
112,2124
112,209
112,291
112,514
112,888
112,2770
112,4240
113,127
13,27
27,44
27,36
27,1660
29,128
43,128
127,128
128,682
128,707
128,769
128,9408
143,6953
143,7266
143,4742
143,3763
143,1616
143,2982
143,5888
143,3333
10,143
71,143
143,860
143,970
143,3049
143,4449
143,4799
143,4901
143,5719
143,267
143,209
19,143
143,6786
138,143
143,1174
143,616
143,9444
143,6268
143,6191
143,7380
143,7612
143,504
143,4188
143,5519
143,5113
143,3988
143,5892
143,6418
143,6523
143,6739
143,6890
143,4837
143,7436
143,7971
143,5446
143,3427
143,6138
143,6982
143,9141
143,8914
143,9691
143,9806
28,129
16,129
129,1468
129,212
129,2080
129,2872
129,1379
129,2580
129,4122
129,261
129,341
129,461
129,652
129,2567
129,4034
129,3760
129,8476
134,2469
134,1442
134,1568
133,134
134,1139
21,134
134,996
134,355
134,1196
134,2080
134,2872
134,2844
134,1564
70,134
134,3389
134,1222
134,1873
134,3239
134,4089
134,232
134,2336
134,3723
134,612
134,732
134,1863
134,1728
134,1203
134,1576
134,1495
134,4371
134,4070
134,4385
134,4098
134,4669
66,841
66,2313
66,970
66,740
66,791
66,213
66,102
42,66
66,1762
66,2606
66,617
66,1207
66,1310
66,1383
66,906
66,2001
66,1858
66,4748
40,897
40,1442
40,97
40,135
40,74
40,578
40,1603
40,666
40,375
40,1117
40,1702
16,40
40,71
40,414
40,887
40,2166
40,620
40,104
40,377
40,594
40,774
40,913
40,1182
40,796
40,970
40,1089
40,1246
40,1734
40,1434
40,2081
40,399
40,1144
40,2785
40,2946
40,475
40,268
40,3525
40,3676
40,2026
40,3891
40,2700
26,40
40,199
40,161
40,51
40,714
40,176
40,2015
40,6612
40,437
40,1257
40,450
40,2824
40,3532
40,1005
40,224
40,3823
40,234
40,1911
40,1831
40,1814
40,4999
40,2886
40,4821
40,2681
40,1860
40,1999
40,2718
40,3758
40,4538
40,5184
40,76
40,960
40,8313
40,365
40,288
40,58
40,162
40,255
40,270
40,339
40,349
40,360
40,380
40,572
40,737
40,797
40,599
40,833
40,848
40,871
40,849
40,708
40,1006
40,1066
40,1125
40,1013
40,1160
40,1193
40,1228
40,1229
40,1252
40,1266
40,1275
40,1321
40,1322
40,809
40,1626
40,1627
40,574
40,1654
40,1742
40,1743
40,1805
40,1869
40,1379
40,1989
40,2073
40,2107
40,2108
40,2123
40,2131
40,1431
40,1753
40,2194
40,2341
40,2759
40,2164
40,2963
40,2672
40,2682
40,616
40,314
40,3360
40,2693
40,3414
40,3185
40,3433
40,3406
40,2743
40,3491
40,3512
40,2725
40,3967
40,4007
40,3210
40,4064
40,3041
40,4140
40,4158
40,2262
40,4068
40,4358
40,4456
40,180
