"0,1-HCore","2,1-HCore","3,1-HCore"
63,2,0
63,0,0
87,2,0
63,0,0
63,2,0
63,0,0
63,0,0
63,2,0
85,2,0
66,2,0
63,0,0
63,0,0
63,4,5
63,2,0
63,0,0
63,0,0
63,0,0
63,2,0
63,0,0
63,3,0
63,2,0
242,4,5
63,0,0
63,0,0
63,0,0
63,0,0
63,0,0
63,0,0
63,0,0
63,0,0
63,0,0
63,0,0
63,2,0
63,2,0
63,2,0
63,2,0
63,0,0
63,0,0
63,2,0
63,0,0
63,2,0
63,2,0
63,2,0
63,0,0
63,2,0
87,2,0
63,2,0
63,0,0
228,2,0
63,2,0
84,0,0
63,2,0
63,2,0
63,2,0
63,0,0
63,2,0
63,0,0
310,4,5
63,2,0
63,2,0
63,0,0
63,2,0
63,2,0
63,2,0
35,2,0
35,2,0
56,2,0
35,2,0
35,2,0
35,2,0
35,2,0
35,2,0
55,2,0
35,0,0
35,0,0
35,0,0
35,0,0
38,2,0
80,0,0
35,2,0
35,0,0
35,0,0
47,2,0
271,3,0
51,0,0
35,0,0
35,2,0
35,2,0
78,0,0
35,0,0
35,0,0
41,2,0
35,0,0
35,0,0
35,0,0
35,2,0
35,0,0
35,0,0
35,0,0
4,0,0
6,0,0
87,3,0
87,2,0
87,2,0
87,2,0
87,2,0
87,2,0
87,0,0
87,0,0
159,3,0
87,0,0
207,3,0
87,2,0
87,0,0
87,3,0
87,2,0
87,2,0
87,0,0
87,2,0
87,0,0
87,0,0
87,2,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,3,0
87,2,0
87,2,0
87,2,0
87,3,0
87,0,0
87,0,0
87,0,0
87,2,0
87,0,0
87,2,0
87,0,0
87,0,0
128,3,0
87,0,0
87,0,0
87,0,0
87,0,0
87,2,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,2,0
87,2,0
87,0,0
87,2,0
87,0,0
87,2,0
87,0,0
87,0,0
87,0,0
87,0,0
87,2,0
87,0,0
87,0,0
87,0,0
87,0,0
87,0,0
87,2,0
87,0,0
87,0,0
87,0,0
87,2,0
87,2,0
87,0,0
87,0,0
87,0,0
87,2,0
87,0,0
87,0,0
87,0,0
87,0,0
20,2,0
17,0,0
69,2,0
20,2,0
17,0,0
16,0,0
28,2,0
25,0,0
17,0,0
17,0,0
20,0,0
20,0,0
17,0,0
26,2,0
17,0,0
16,0,0
34,2,0
34,2,0
55,0,0
34,0,0
44,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
35,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
13,0,0
15,0,0
13,2,0
75,2,0
15,0,0
13,0,0
13,0,0
13,0,0
13,0,0
13,0,0
13,0,0
13,0,0
13,0,0
50,0,0
54,0,0
64,0,0
22,0,0
25,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
26,0,0
22,0,0
22,0,0
45,0,0
22,0,0
22,0,0
22,0,0
22,0,0
48,0,0
22,0,0
22,0,0
22,0,0
17,2,0
159,2,0
42,2,0
17,0,0
68,2,0
19,2,0
17,0,0
17,0,0
17,0,0
17,2,0
17,0,0
17,0,0
41,0,0
17,0,0
17,0,0
50,2,0
17,0,0
310,4,6
85,2,0
85,2,0
159,3,0
85,2,0
85,0,0
85,2,0
85,2,0
85,0,0
85,0,0
85,2,0
85,3,0
85,0,0
85,3,0
85,2,0
85,0,0
85,2,0
85,0,0
85,4,5
85,4,5
85,0,0
85,2,0
85,2,0
85,0,0
85,0,0
85,0,0
85,0,0
85,0,0
85,0,0
85,2,0
85,2,0
85,2,0
85,0,0
85,0,0
85,2,0
85,2,0
85,0,0
85,2,0
85,2,0
85,0,0
85,0,0
85,0,0
85,0,0
85,2,0
85,2,0
85,0,0
85,2,0
85,4,6
85,0,0
85,2,0
85,4,5
85,0,0
85,2,0
85,0,0
85,0,0
85,0,0
85,0,0
85,0,0
85,0,0
85,2,0
85,0,0
85,0,0
85,2,0
85,0,0
85,0,0
85,2,0
85,0,0
85,0,0
85,2,0
85,3,0
85,4,5
85,0,0
85,0,0
85,0,0
85,0,0
85,0,0
85,2,0
85,2,0
85,0,0
85,2,0
85,0,0
85,0,0
85,2,0
85,0,0
85,0,0
66,2,0
66,2,0
66,0,0
66,2,0
66,2,0
66,2,0
66,2,0
66,2,0
66,0,0
66,2,0
66,0,0
66,0,0
66,0,0
66,0,0
66,2,0
66,2,0
66,0,0
66,2,0
66,0,0
66,2,0
66,2,0
84,3,0
66,0,0
66,0,0
66,2,0
66,2,0
66,0,0
66,0,0
66,0,0
75,2,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,2,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
68,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
66,2,0
66,0,0
66,2,0
66,0,0
66,0,0
66,0,0
66,0,0
66,0,0
48,0,0
60,0,0
4,0,0
23,0,0
16,0,0
58,0,0
28,2,0
68,0,0
59,0,0
16,2,0
16,0,0
16,0,0
16,0,0
18,0,0
16,0,0
16,0,0
16,0,0
22,0,0
242,4,5
310,4,5
50,0,0
38,0,0
15,0,0
17,0,0
16,0,0
15,0,0
13,0,0
56,2,0
305,2,0
23,2,0
12,0,0
24,0,0
125,0,0
12,0,0
12,0,0
13,0,0
31,0,0
19,0,0
20,0,0
18,0,0
31,0,0
76,0,0
19,0,0
27,0,0
19,0,0
22,0,0
9,0,0
13,0,0
8,0,0
50,2,0
50,0,0
50,0,0
50,0,0
54,2,0
50,0,0
50,0,0
50,0,0
305,2,0
50,0,0
50,2,0
50,2,0
50,2,0
50,2,0
50,2,0
50,2,0
50,2,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
67,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
159,0,0
71,0,0
48,0,0
18,0,0
40,2,0
117,0,0
32,0,0
41,0,0
20,0,0
17,0,0
17,0,0
17,2,0
17,0,0
19,0,0
17,0,0
17,0,0
17,0,0
228,3,0
310,4,5
271,4,0
51,2,0
34,2,0
69,4,5
49,4,5
55,2,0
107,2,0
40,2,0
117,0,0
145,2,0
275,4,5
34,2,0
84,4,5
154,0,0
40,0,0
50,0,0
34,2,0
34,0,0
34,0,0
34,0,0
34,2,0
34,0,0
34,0,0
34,0,0
34,2,0
82,2,0
34,0,0
34,0,0
34,2,0
34,0,0
63,2,0
34,0,0
20,2,0
20,0,0
47,0,0
20,0,0
23,0,0
20,0,0
28,0,0
20,0,0
45,0,0
22,0,0
20,0,0
18,0,0
20,0,0
20,0,0
20,0,0
20,0,0
25,0,0
20,0,0
242,2,0
310,4,8
242,2,0
242,3,0
242,0,0
242,0,0
242,3,0
242,0,0
242,2,0
242,0,0
242,2,0
242,3,0
242,3,0
242,0,0
242,3,0
242,3,0
242,2,0
242,2,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,3,0
242,2,0
242,2,0
242,0,0
242,2,0
242,2,0
242,2,0
242,0,0
242,2,0
242,0,0
242,3,0
242,2,0
242,3,0
242,3,0
242,2,0
242,2,0
242,4,5
242,2,0
242,0,0
242,2,0
242,4,8
242,4,5
242,0,0
242,0,0
242,0,0
242,4,0
242,3,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,2,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,2,0
242,3,0
242,0,0
242,0,0
242,0,0
242,2,0
242,2,0
242,0,0
242,2,0
242,2,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,2,0
242,2,0
242,0,0
242,2,0
242,0,0
242,2,0
242,4,0
242,2,0
242,0,0
242,0,0
242,0,0
242,2,0
242,3,0
242,0,0
242,2,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,4,0
242,2,0
242,2,0
242,0,0
242,4,5
242,4,5
242,0,0
242,2,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,2,0
242,0,0
242,4,5
242,0,0
242,3,0
242,0,0
242,2,0
242,0,0
242,0,0
242,2,0
242,0,0
242,2,0
242,3,0
242,0,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,2,0
242,0,0
242,0,0
242,4,5
242,2,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,3,0
242,2,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,4,5
242,0,0
242,4,5
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,2,0
242,2,0
242,0,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,2,0
242,2,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,0,0
242,0,0
242,2,0
242,0,0
242,2,0
242,0,0
242,2,0
242,2,0
242,0,0
17,0,0
48,0,0
15,0,0
54,0,0
17,0,0
12,0,0
50,0,0
47,0,0
35,0,0
89,0,0
35,0,0
35,0,0
35,0,0
48,0,0
35,0,0
35,0,0
35,0,0
57,0,0
35,0,0
35,0,0
117,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
35,0,0
22,0,0
10,0,0
15,0,0
41,0,0
11,0,0
22,0,0
13,0,0
17,0,0
11,0,0
17,0,0
20,0,0
13,0,0
55,2,0
54,3,0
31,0,0
31,0,0
31,0,0
69,2,0
31,0,0
34,0,0
275,3,0
41,2,0
31,0,0
71,2,0
31,0,0
31,0,0
31,0,0
31,0,0
31,2,0
31,0,0
31,2,0
47,0,0
31,0,0
31,0,0
31,0,0
31,0,0
31,0,0
31,0,0
31,0,0
31,0,0
31,0,0
31,0,0
31,0,0
22,0,0
38,0,0
15,0,0
21,0,0
11,0,0
18,0,0
57,2,0
28,0,0
23,0,0
11,0,0
10,0,0
15,2,0
15,0,0
12,0,0
38,0,0
20,0,0
16,0,0
58,2,0
58,2,0
58,0,0
58,0,0
58,0,0
128,2,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
68,2,0
58,0,0
58,2,0
58,0,0
61,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,2,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,2,0
58,0,0
58,0,0
58,0,0
58,2,0
58,2,0
58,0,0
58,0,0
58,2,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
58,0,0
87,2,0
27,2,0
38,0,0
82,0,0
19,2,0
109,0,0
39,0,0
19,0,0
41,0,0
275,0,0
38,0,0
18,2,0
29,0,0
39,0,0
17,0,0
24,0,0
30,0,0
41,0,0
67,0,0
154,0,0
17,0,0
17,0,0
44,0,0
17,0,0
18,0,0
18,0,0
16,0,0
17,0,0
10,0,0
10,0,0
18,0,0
17,0,0
12,0,0
9,0,0
9,0,0
9,0,0
19,0,0
16,0,0
40,0,0
16,0,0
73,0,0
