0,3,34
0,4,32
0,5,37
0,6,31
0,10,11
0,13,33
0,15,26
0,15,32
0,15,34
0,19,43
0,26,32
0,26,34
0,26,35
0,26,41
0,29,39
0,30,39
0,31,41
0,35,43
1,56,2013
4,32,56
4,1096,1182
4,814,858
4,814,1492
4,858,859
4,858,1182
4,858,862
4,859,1182
4,859,862
4,859,1492
4,862,1182
4,862,1492
6,31,458
6,31,464
6,57,772
9,288,1206
13,201,1521
13,201,1117
13,201,1186
13,201,908
13,201,1520
13,908,1521
13,699,1521
13,1521,1522
13,1520,1521
13,1117,1186
13,1186,1281
13,908,1281
13,1281,1522
13,908,1186
13,699,1186
13,1186,1520
13,699,908
13,908,1522
13,908,1520
13,1520,1522
15,26,32
15,26,34
15,26,56
15,26,54
15,26,55
15,32,56
15,32,50
15,51,52
20,833,834
26,32,56
26,32,102
26,34,999
26,35,82
26,35,77
26,41,799
26,56,823
26,55,102
26,82,595
26,691,775
26,691,1668
26,698,1668
26,691,1675
26,691,698
29,39,447
29,39,158
29,39,985
29,798,799
29,158,985
29,985,1719
29,1717,1719
30,110,420
30,414,421
30,417,419
30,418,429
30,419,428
30,421,423
30,423,426
30,423,430
31,114,458
31,421,464
31,428,464
31,447,449
31,447,450
31,421,461
31,421,449
31,421,450
31,421,465
31,114,421
31,428,459
31,452,461
31,114,452
31,450,461
31,450,462
32,391,622
32,56,501
32,50,80
32,80,102
32,102,798
32,798,800
32,50,102
32,76,1328
32,622,1328
33,391,999
33,391,1009
35,43,82
35,77,83
35,83,84
36,443,790
36,790,1145
36,1614,1648
38,46,838
39,158,985
44,158,985
44,158,397
44,158,907
44,397,985
44,907,985
122,391,677
114,391,458
391,458,622
391,458,523
391,458,1024
278,391,458
114,391,785
391,523,622
391,523,607
391,523,608
391,446,764
391,764,1005
391,764,1026
391,446,1026
391,608,785
391,608,1019
391,525,582
391,695,1026
391,608,765
391,1010,1011
56,458,501
56,501,823
56,99,594
110,490,2030
428,459,490
159,490,725
159,490,920
490,725,920
490,725,1119
490,920,1134
490,920,1119
330,1973,1975
1096,1180,1181
107,798,814
798,814,828
814,1490,1491
858,859,1182
858,859,862
854,858,859
858,859,1493
858,859,1494
858,862,1182
858,1182,1493
854,858,862
858,862,1493
858,862,1494
858,1493,1494
859,862,1182
828,859,1182
859,1182,1493
859,862,1492
859,862,1306
828,859,862
859,860,862
854,859,862
859,862,1493
859,862,1494
859,1492,1494
854,859,860
859,860,861
854,859,861
859,1493,1494
828,862,1182
862,1182,1493
862,1492,1494
854,860,862
862,1493,1494
128,175,247
175,247,294
247,294,532
458,523,602
458,602,1381
523,602,623
602,1381,2096
523,605,622
605,2708,2709
122,656,661
122,661,663
122,866,872
122,663,871
122,677,871
122,221,871
102,458,798
114,458,501
458,523,622
57,114,772
57,768,772
765,768,772
619,1682,1940
57,768,773
57,110,661
57,114,430
414,421,464
414,464,475
414,464,845
421,464,499
421,464,475
421,464,488
428,464,555
464,475,499
464,499,577
464,488,499
464,499,555
464,475,555
464,475,634
464,1736,1738
464,1736,1737
464,488,555
375,464,1738
464,555,1738
50,80,102
73,77,80
72,77,80
77,80,1312
73,80,102
73,80,96
73,75,80
73,80,88
73,80,91
73,80,92
73,80,97
72,75,80
75,80,1312
107,965,975
269,965,1315
196,624,919
107,798,799
107,798,823
798,800,818
107,798,803
107,693,798
455,674,1230
242,449,674
123,547,674
242,674,1230
420,1761,1764
552,1036,1846
49,77,288
288,430,610
288,430,1209
288,455,610
161,288,564
161,196,288
161,256,288
137,288,564
193,288,300
214,288,564
146,288,564
146,259,288
146,288,300
143,288,564
154,288,564
196,288,564
217,288,564
240,288,564
288,434,564
288,564,926
154,256,288
160,256,288
196,288,582
217,288,582
222,256,288
240,256,288
256,288,926
256,283,288
256,288,474
256,288,1051
259,288,926
288,300,582
283,288,300
288,300,474
288,582,926
288,582,922
288,474,952
288,474,953
288,474,610
288,474,955
288,474,623
288,474,956
288,952,953
288,610,662
288,610,953
288,623,953
288,1213,1214
765,768,773
853,855,856
201,908,1521
201,1520,1521
201,1115,1521
201,1118,1521
201,1117,1186
158,201,1117
201,908,1186
201,1186,1520
201,1183,1186
201,1115,1186
201,1118,1186
201,908,1520
201,908,1183
201,903,908
158,201,397
128,158,201
158,201,903
158,201,1115
158,201,1118
201,397,903
128,201,241
201,241,917
699,908,1521
908,1521,1522
908,1520,1521
908,1521,1726
1520,1521,1522
1115,1521,1522
1118,1521,1522
128,161,236
128,131,236
128,205,236
128,220,236
908,1186,1281
423,1186,1281
1118,1186,1281
908,1281,1522
1118,1281,1522
699,908,1186
908,1186,1520
908,1183,1186
908,1520,1522
908,1171,1522
908,1726,2185
52,523,622
52,523,617
55,1133,1296
58,73,77
58,73,85
58,73,86
58,73,75
58,73,94
58,73,98
58,73,100
77,128,175
102,128,175
128,161,175
161,175,1131
128,146,175
128,150,175
128,175,176
128,175,240
128,175,242
128,175,249
128,175,252
146,175,294
175,242,624
175,240,294
175,242,294
175,294,434
331,373,377
331,348,373
331,355,373
373,396,715
373,628,715
373,564,1501
373,564,1161
373,624,646
373,396,628
373,396,1410
373,377,628
373,628,1410
373,626,628
832,833,834
488,499,567
499,567,983
775,1646,1647
691,698,1668
698,1460,1668
698,1668,2189
767,1672,2522
107,600,823
691,1675,2082
158,397,691
86,158,691
87,158,691
158,691,781
158,691,903
608,691,1714
608,691,824
397,691,903
86,87,691
691,734,781
691,781,784
608,691,2083
689,690,691
73,77,95
77,95,1312
77,128,241
102,286,405
102,128,241
102,255,331
102,286,1092
1675,2082,2189
698,1460,2188
698,2188,2189
158,397,985
158,907,985
158,397,903
158,903,907
86,87,158
829,1719,2207
1415,1682,1719
414,421,475
414,421,498
414,840,845
417,419,504
417,501,555
419,428,459
419,459,504
161,196,295
146,295,438
421,423,501
421,423,499
421,423,479
421,450,461
421,461,474
421,461,480
114,421,501
421,484,501
421,479,501
421,493,501
421,470,475
421,489,499
421,475,499
421,488,499
421,484,499
421,479,499
421,475,476
421,476,498
167,421,488
421,475,484
421,475,485
421,475,486
421,475,493
421,475,494
421,488,493
421,488,494
421,474,484
421,482,484
421,479,482
423,426,501
423,426,563
423,430,523
423,501,1187
423,479,501
423,479,499
425,488,514
425,514,996
110,636,1437
110,600,629
110,335,894
110,629,1869
110,132,304
110,305,1591
110,2154,2155
426,453,501
426,453,645
426,501,645
426,488,563
426,482,563
426,563,643
426,563,645
426,482,645
428,459,484
428,459,507
428,507,560
428,560,633
428,560,763
428,507,750
428,555,756
428,633,639
114,430,776
430,523,622
430,523,610
430,610,776
430,776,1209
430,475,504
430,475,555
60,68,70
70,496,1832
452,461,1239
114,452,1239
