1,2,7,19,132
1,2,5,19,132
1,2,19,22,132
1,2,19,84,132
1,2,14,19,132
1,2,19,107,132
1,2,19,132,215
1,2,19,32,132
1,2,18,19,132
1,2,19,104,132
1,2,19,94,132
1,2,17,19,132
1,2,19,49,132
1,2,5,7,132
1,2,7,22,132
1,2,7,84,132
1,2,7,14,132
1,2,7,107,132
1,2,7,132,215
1,2,7,32,132
1,2,7,18,132
1,2,7,104,132
1,2,7,94,132
1,2,7,17,132
1,2,7,49,132
1,2,5,22,132
1,2,5,84,132
1,2,5,14,132
1,2,5,107,132
1,2,5,132,215
1,2,5,32,132
1,2,5,18,132
1,2,5,104,132
1,2,5,94,132
1,2,5,17,132
1,2,5,49,132
1,2,22,84,132
1,2,14,22,132
1,2,22,107,132
1,2,22,132,215
1,2,22,32,132
1,2,18,22,132
1,2,22,104,132
1,2,22,94,132
1,2,17,22,132
1,2,22,49,132
1,2,14,84,132
1,2,84,107,132
1,2,84,132,215
1,2,32,84,132
1,2,18,84,132
1,2,84,94,132
1,2,17,84,132
1,2,49,84,132
1,2,14,107,132
1,2,14,132,215
1,2,14,18,132
1,2,14,104,132
1,2,14,94,132
1,2,14,17,132
1,2,14,49,132
1,2,107,132,215
1,2,32,107,132
1,2,18,107,132
1,2,94,107,132
1,2,17,107,132
1,2,49,107,132
1,2,32,132,215
1,2,18,132,215
1,2,94,132,215
1,2,17,132,215
1,2,18,32,132
1,2,32,104,132
1,2,32,94,132
1,2,17,32,132
1,2,32,49,132
1,2,18,104,132
1,2,18,94,132
1,2,17,18,132
1,2,18,49,132
1,2,94,104,132
1,2,17,104,132
1,2,17,94,132
1,2,49,94,132
1,2,17,49,132
1,2,5,7,19
1,2,7,19,22
1,2,7,19,84
1,2,7,14,19
1,2,7,19,107
1,2,7,19,215
1,2,7,19,32
1,2,7,18,19
1,2,7,19,104
1,2,7,19,94
1,2,7,17,19
1,2,7,19,49
1,2,5,19,22
1,2,5,19,84
1,2,5,14,19
1,2,5,19,107
1,2,5,19,215
1,2,5,19,32
1,2,5,18,19
1,2,5,19,104
1,2,5,19,94
1,2,5,17,19
1,2,5,19,49
1,2,19,22,84
1,2,14,19,22
1,2,19,22,107
1,2,19,22,215
1,2,19,22,32
1,2,18,19,22
1,2,19,22,104
1,2,19,22,94
1,2,17,19,22
1,2,19,22,49
1,2,14,19,84
1,2,19,84,107
1,2,19,84,215
