"0,1-HCore","2,1-HCore","3,1-HCore"
44,0,0
44,0,0
44,2,0
44,2,0
44,2,0
44,2,0
44,0,0
44,0,0
44,0,0
44,2,0
44,2,0
44,0,0
44,2,0
44,0,0
44,4,6
44,0,0
44,0,0
44,0,0
44,2,0
44,0,0
44,0,0
44,0,0
44,0,0
44,0,0
44,0,0
44,4,6
44,0,0
44,0,0
44,2,0
44,2,0
44,2,0
44,4,5
44,2,0
44,4,5
44,2,0
44,0,0
44,2,0
44,0,0
44,2,0
44,0,0
44,2,0
44,0,0
44,2,0
44,0,0
44,0,0
62,0,0
24,2,0
21,0,0
9,0,0
7,2,0
62,0,0
6,2,0
6,0,0
21,2,0
24,2,0
15,2,0
15,2,0
15,6,15
15,6,15
15,6,15
15,0,0
16,6,15
15,0,0
15,0,0
15,0,0
15,4,5
15,0,0
15,0,0
5,2,0
5,0,0
5,0,0
5,0,0
25,2,0
24,0,0
28,2,0
12,2,0
12,0,0
18,2,0
20,2,0
12,0,0
16,0,0
12,0,0
62,0,0
45,0,0
14,0,0
40,0,0
22,0,0
11,0,0
13,0,0
8,0,0
9,0,0
8,0,0
8,0,0
62,0,0
89,2,0
10,0,0
8,0,0
8,2,0
8,0,0
8,0,0
8,0,0
2,2,0
20,0,0
5,0,0
16,2,0
16,0,0
22,6,20
16,0,0
16,6,20
16,0,0
16,0,0
16,0,0
16,4,5
16,4,8
16,6,19
16,6,30
16,4,8
16,6,15
16,6,20
16,0,0
32,4,6
21,4,6
17,4,5
24,4,5
18,0,0
17,0,0
17,0,0
17,0,0
17,0,0
17,2,0
17,2,0
17,2,0
17,0,0
17,2,0
17,2,0
17,0,0
17,0,0
2,0,0
12,2,0
24,0,0
31,0,0
5,0,0
5,0,0
8,2,0
5,2,0
7,0,0
6,0,0
6,0,0
3,0,0
2,0,0
1,0,0
32,4,6
32,4,5
32,2,0
32,2,0
32,4,5
32,2,0
32,2,0
32,2,0
32,2,0
32,2,0
32,4,5
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,2,0
32,4,5
32,0,0
32,0,0
32,0,0
32,2,0
32,2,0
32,2,0
32,2,0
32,2,0
32,4,5
2,0,0
4,0,0
17,4,5
40,2,0
17,2,0
17,0,0
17,0,0
17,0,0
17,2,0
22,4,5
17,0,0
17,0,0
17,4,5
17,0,0
17,0,0
17,0,0
17,2,0
17,0,0
17,2,0
21,2,0
21,2,0
21,2,0
21,0,0
21,0,0
21,2,0
21,2,0
21,2,0
26,0,0
40,3,0
21,0,0
21,3,0
21,0,0
21,0,0
75,2,0
21,2,0
21,0,0
35,2,0
21,2,0
21,2,0
21,0,0
25,2,0
25,0,0
28,2,0
25,3,0
25,2,0
40,4,5
35,3,0
25,0,0
25,2,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,2,0
25,4,5
25,2,0
25,2,0
25,4,5
25,0,0
25,2,0
25,0,0
25,0,0
25,3,0
62,2,0
24,4,5
21,4,5
40,2,0
21,4,5
24,4,5
21,2,0
21,0,0
21,0,0
21,0,0
21,2,0
21,2,0
21,0,0
21,0,0
21,0,0
21,0,0
21,2,0
24,2,0
62,2,0
8,2,0
7,0,0
7,2,0
7,0,0
8,2,0
12,2,0
9,2,0
16,2,0
7,0,0
11,2,0
7,2,0
12,0,0
9,0,0
31,0,0
9,2,0
10,2,0
10,2,0
10,2,0
10,2,0
11,0,0
41,0,0
5,2,0
6,2,0
4,0,0
4,0,0
13,2,0
22,4,5
13,4,5
13,0,0
13,0,0
13,0,0
13,0,0
13,0,0
13,0,0
13,0,0
23,0,0
62,0,0
14,0,0
16,0,0
14,0,0
17,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
62,0,0
11,2,0
10,0,0
11,0,0
12,0,0
12,2,0
49,0,0
12,0,0
16,0,0
12,0,0
18,0,0
12,0,0
12,0,0
40,0,0
15,0,0
15,0,0
15,0,0
22,4,5
15,0,0
15,4,5
15,0,0
15,4,5
15,0,0
15,0,0
15,0,0
