"0,1-HhIndex","2,1-HhIndex","3,1-HhIndex"
44,0,0
44,0,0
44,2,0
44,2,0
44,2,0
44,2,0
44,0,0
44,0,0
44,0,0
44,2,0
44,2,0
44,0,0
44,2,0
44,0,0
44,5,5
44,0,0
44,0,0
44,0,0
44,2,0
44,0,0
44,0,0
44,0,0
44,0,0
44,0,0
44,0,0
45,6,5
44,0,0
44,0,0
44,2,0
44,2,0
45,2,0
45,4,5
44,2,0
44,4,5
44,4,0
44,0,0
44,2,0
44,0,0
44,2,0
44,0,0
44,3,0
44,0,0
44,2,0
44,0,0
44,0,0
62,0,0
24,2,0
22,0,0
11,0,0
7,2,0
62,0,0
6,2,0
6,0,0
23,2,0
24,2,0
16,2,0
17,2,0
17,6,9
18,6,10
19,6,9
16,0,0
20,6,10
19,0,0
15,0,0
16,0,0
16,4,5
16,0,0
17,0,0
6,2,0
6,0,0
5,0,0
7,0,0
26,3,0
25,0,0
29,2,0
12,2,0
15,0,0
20,2,0
23,2,0
12,0,0
18,0,0
12,0,0
62,0,0
45,0,0
14,0,0
40,0,0
23,0,0
12,0,0
15,0,0
8,0,0
11,0,0
8,0,0
8,0,0
62,0,0
89,2,0
12,0,0
8,0,0
10,2,0
9,0,0
8,0,0
8,0,0
2,2,0
21,0,0
6,0,0
18,2,0
19,0,0
26,8,13
18,0,0
18,8,13
16,0,0
16,0,0
20,0,0
18,4,5
18,6,6
19,6,10
20,9,15
17,4,6
18,6,10
18,8,15
17,0,0
33,6,5
23,6,5
17,4,5
25,4,5
21,0,0
17,0,0
17,0,0
17,0,0
17,0,0
18,2,0
17,2,0
18,2,0
17,0,0
17,2,0
20,2,0
19,0,0
17,0,0
2,0,0
14,2,0
24,0,0
31,0,0
6,0,0
5,0,0
8,2,0
5,2,0
7,0,0
7,0,0
7,0,0
3,0,0
2,0,0
1,0,0
34,6,5
32,4,5
32,4,0
32,2,0
34,4,5
32,2,0
32,2,0
32,2,0
32,2,0
32,2,0
32,4,5
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,2,0
36,4,5
32,0,0
32,0,0
32,0,0
32,2,0
33,2,0
32,2,0
36,3,0
32,2,0
32,4,5
3,0,0
5,0,0
19,4,5
40,2,0
19,2,0
18,0,0
19,0,0
19,0,0
18,2,0
26,4,5
17,0,0
17,0,0
19,4,5
17,0,0
17,0,0
17,0,0
17,2,0
17,0,0
17,2,0
24,2,0
22,2,0
24,2,0
21,0,0
21,0,0
22,2,0
21,2,0
23,2,0
29,0,0
42,3,0
21,0,0
26,4,0
21,0,0
24,0,0
75,2,0
24,2,0
21,0,0
36,2,0
21,2,0
26,2,0
23,0,0
26,2,0
25,0,0
32,3,0
29,4,0
25,2,0
42,6,5
37,3,0
25,0,0
26,4,0
30,0,0
25,0,0
26,0,0
25,0,0
25,0,0
28,2,0
27,4,5
25,2,0
27,2,0
26,4,5
25,0,0
25,2,0
25,0,0
25,0,0
30,4,0
62,2,0
28,4,5
23,4,5
40,3,0
22,4,5
29,4,5
22,2,0
22,0,0
23,0,0
21,0,0
23,2,0
21,2,0
21,0,0
22,0,0
22,0,0
21,0,0
23,2,0
29,2,0
62,2,0
9,2,0
8,0,0
8,2,0
9,0,0
8,2,0
14,3,0
9,3,0
18,2,0
7,0,0
12,2,0
7,2,0
15,0,0
9,0,0
31,0,0
12,2,0
12,2,0
13,2,0
14,2,0
12,2,0
12,0,0
41,0,0
6,2,0
6,2,0
5,0,0
5,0,0
14,2,0
25,4,5
17,4,5
15,0,0
17,0,0
13,0,0
13,0,0
13,0,0
13,0,0
13,0,0
25,0,0
62,0,0
14,0,0
17,0,0
14,0,0
19,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
62,0,0
13,2,0
13,0,0
11,0,0
15,0,0
14,2,0
49,0,0
13,0,0
18,0,0
12,0,0
21,0,0
14,0,0
13,0,0
40,0,0
19,0,0
18,0,0
16,0,0
25,4,5
16,0,0
18,4,5
15,0,0
18,4,5
19,0,0
16,0,0
