9,37,48,109
9,37,109,901
72,123,129,358
72,123,358,512
30,72,123,1169
72,167,676,678
72,167,678,705
72,167,678,1029
30,47,72,513
27,30,47,72
30,47,72,328
30,47,72,925
30,47,72,1032
30,47,72,1169
42,47,144,158
47,144,156,158
27,32,47,144
32,42,47,144
32,47,144,348
32,47,144,218
32,43,96,122
27,47,144,354
27,30,144,354
27,30,47,354
47,81,144,354
30,81,144,354
30,47,81,354
47,101,144,354
30,101,144,354
30,47,101,354
47,144,348,354
30,144,348,354
30,47,144,354
47,144,354,602
30,47,328,354
30,47,348,354
30,38,47,354
30,47,354,925
30,47,354,1032
30,47,354,1169
27,30,47,128
30,47,61,128
30,47,101,128
30,42,47,128
30,47,128,412
30,47,128,786
30,47,128,1032
30,47,128,1169
202,283,361,501
57,76,77,593
30,47,101,1545
30,42,47,1545
30,47,1032,1545
30,47,50,925
30,47,50,1169
26,27,55,144
26,27,47,144
26,27,47,55
26,47,55,61
26,55,81,144
26,47,81,144
26,47,55,81
26,55,101,144
26,47,101,144
26,47,55,101
26,42,55,144
26,42,47,144
26,42,47,55
26,55,144,156
26,47,144,156
26,55,144,348
26,47,144,348
26,55,78,144
26,47,55,144
26,55,144,218
26,47,78,144
26,47,144,218
26,47,55,156
26,47,55,348
26,38,47,55
26,47,55,78
26,47,55,218
26,47,55,412
27,47,55,144
27,30,47,144
47,55,81,144
30,47,81,144
47,55,101,144
30,47,101,144
42,47,55,144
30,42,47,144
47,55,144,156
30,47,144,156
47,55,144,348
30,47,144,348
47,55,78,144
47,55,144,218
30,47,78,144
30,47,144,218
